@relation 'generators.SEAGenerator -f 2 -i 2'

@attribute attrib1 numeric
@attribute attrib2 numeric
@attribute attrib3 numeric
@attribute class {groupA,groupB}

@data
7.570276,2.192139,2.689939,groupB
1.733918,5.840389,6.582247,groupA
5.068082,9.251906,4.470287,groupB
7.887062,9.662524,3.10964,groupB
8.990257,5.999355,0.50646,groupB
9.941659,3.792879,6.473427,groupB
6.549501,8.700112,6.117979,groupB
6.701553,7.902086,9.406682,groupB
8.963317,3.904675,0.819297,groupB
8.324615,6.718939,1.496611,groupB
4.009634,5.393954,1.472014,groupB
4.346783,5.05064,8.194958,groupB
5.256231,4.522837,6.17205,groupB
8.7423,8.931581,3.608088,groupB
2.361187,9.571357,0.790725,groupB
0.335297,8.210101,8.636317,groupB
4.707881,3.216865,4.913249,groupA
5.089944,9.32632,9.332131,groupB
8.726467,4.912186,8.464442,groupB
3.02448,9.309143,1.598504,groupB
9.899886,1.66609,8.123473,groupB
4.371777,8.518865,7.455581,groupB
4.917346,6.722351,7.278227,groupB
4.053027,8.696475,8.799286,groupB
3.399011,0.950943,0.92561,groupA
5.253924,2.541256,5.870432,groupA
0.387048,4.706742,6.578233,groupA
2.85925,2.780799,9.796322,groupA
0.290072,8.479677,9.710664,groupA
1.314016,1.768687,4.172404,groupA
1.576471,9.393647,1.32991,groupB
8.673784,1.880964,7.599392,groupB
7.825517,5.544451,8.808778,groupB
7.279248,7.457238,0.240634,groupB
4.13615,9.29535,7.796375,groupB
8.59877,4.472162,3.153679,groupB
1.75414,4.466342,8.85299,groupA
5.919293,1.936064,1.899924,groupA
2.345387,0.720134,4.882414,groupA
6.921888,3.234914,2.706276,groupB
0.742791,8.235287,6.289228,groupA
0.867066,9.938692,5.24039,groupB
2.330862,0.401205,7.273236,groupA
5.95768,7.289786,3.570175,groupA
7.226482,1.554834,3.916553,groupA
3.754049,6.692879,0.421355,groupA
6.28508,4.858262,0.75537,groupB
9.345266,1.632565,7.581809,groupA
6.937943,7.264975,6.201708,groupB
9.786999,5.726754,2.342516,groupA
6.895982,9.706326,1.667066,groupB
7.839222,6.816265,5.744401,groupA
2.669815,2.459848,8.575461,groupA
3.722178,4.494311,5.794706,groupB
9.437471,7.491619,0.632832,groupB
6.781478,9.445523,6.388511,groupB
5.872828,2.180169,5.627688,groupA
2.418419,6.072852,3.318077,groupA
2.469636,7.552084,6.655825,groupB
6.302422,1.987604,5.485575,groupA
3.321411,7.501257,0.684824,groupB
2.421852,8.629882,4.553695,groupB
2.60905,4.825627,6.555867,groupA
6.128966,1.037442,5.435763,groupB
4.083138,8.033116,5.75742,groupB
2.846924,2.981824,1.275911,groupA
9.324416,3.386135,8.651895,groupB
9.029412,8.621314,5.228095,groupB
3.677775,4.395264,1.335852,groupA
9.008558,0.350466,5.281481,groupB
8.880427,2.168469,9.716305,groupB
1.347036,5.847565,3.941829,groupA
9.841792,3.940006,5.506322,groupB
9.51035,3.93732,1.975209,groupB
3.301267,5.210109,3.514445,groupA
7.807221,1.520046,3.320975,groupB
5.430113,6.907076,9.843449,groupB
4.82919,6.84728,0.762491,groupB
8.181588,2.619181,4.843565,groupB
6.461621,6.870926,6.899459,groupB
4.362442,1.05182,9.465213,groupA
4.726506,6.460734,1.511945,groupB
9.182838,5.174959,8.778916,groupB
9.985651,7.838417,9.767637,groupB
2.299267,0.569118,8.434333,groupA
3.273666,8.931209,1.505485,groupB
9.68085,9.245168,3.915944,groupB
1.894872,7.149658,7.530129,groupB
4.023994,1.525526,1.750251,groupA
6.960262,3.020949,8.911536,groupB
4.059932,6.800962,5.581304,groupB
2.007615,3.551136,6.882558,groupA
8.892601,6.920813,6.858756,groupB
3.659675,7.020549,1.206407,groupB
2.081185,0.43024,9.304713,groupA
9.665158,5.883978,6.196718,groupB
6.739614,2.554141,1.742262,groupB
8.400477,6.66568,1.779304,groupB
8.309169,6.066934,2.050614,groupB
6.930567,6.198361,8.809764,groupB
2.316681,1.915338,2.041487,groupA
8.522824,2.492535,6.682446,groupB
7.200834,7.810593,3.773801,groupB
6.92004,1.953089,6.71672,groupA
2.673778,7.922393,5.566475,groupB
3.317648,7.286214,9.966924,groupB
3.801905,3.818319,1.476066,groupA
5.367444,0.609665,9.014211,groupA
0.328391,9.265787,1.217795,groupB
6.428559,4.588759,8.959146,groupB
3.43577,9.389966,3.00982,groupB
0.868348,6.00534,9.777807,groupA
5.028484,3.90044,8.462499,groupA
7.761065,7.655879,6.207182,groupB
1.903936,0.586354,6.026334,groupA
1.472776,0.020851,9.710584,groupB
8.293463,5.567574,8.767756,groupB
2.35391,0.8869,8.530261,groupB
2.859846,7.036564,5.546618,groupA
1.468451,2.833668,6.604878,groupA
0.574854,6.571268,7.930721,groupA
8.42963,7.298565,3.851033,groupB
7.702425,6.99064,0.206306,groupB
2.484412,2.898245,1.735059,groupA
9.145249,1.03589,7.167274,groupB
4.80623,1.860886,6.335475,groupA
8.814097,7.613147,5.075522,groupB
1.208369,3.496449,4.162451,groupA
1.998891,3.908124,5.715109,groupA
8.013412,0.847154,0.210052,groupA
1.710992,3.414971,7.582557,groupA
1.903561,5.873,7.59412,groupA
5.897856,7.636477,1.116793,groupB
3.152737,7.24894,2.713975,groupB
9.869922,0.478017,1.196856,groupB
3.979366,1.575557,5.998541,groupA
4.96027,8.076528,8.293759,groupA
5.953373,5.842724,9.564042,groupB
6.055817,1.601404,9.591915,groupA
2.655619,5.463332,4.340495,groupA
5.066611,5.264918,0.98875,groupB
0.128833,3.833676,9.492269,groupA
1.021547,1.018459,6.670315,groupA
7.398201,0.082545,0.345947,groupA
2.030602,1.531119,0.597332,groupA
7.404615,2.903917,2.637698,groupB
8.835086,8.200086,6.468234,groupB
7.521509,5.725486,6.529821,groupB
1.585169,6.444129,7.252409,groupA
3.17478,0.810709,5.452513,groupA
3.871375,0.23953,2.16118,groupA
4.974194,4.830521,9.294084,groupB
3.382689,4.510788,6.161861,groupA
9.213861,8.86185,9.281845,groupB
7.971052,6.142473,7.480648,groupB
9.764038,5.62464,2.802657,groupB
1.482359,0.761651,1.489761,groupA
4.119475,0.181991,2.70303,groupA
4.417543,4.229909,3.356351,groupA
6.245823,6.583419,9.729336,groupB
0.244879,1.506256,8.846249,groupB
9.934823,0.809507,8.213942,groupB
4.438447,3.97311,0.772339,groupA
7.19604,8.754836,2.614975,groupB
7.693245,1.957825,2.008813,groupB
9.786707,5.557366,0.935578,groupB
9.836206,4.562856,0.13861,groupB
4.427549,7.976022,8.314108,groupB
1.71468,0.182455,6.606086,groupA
1.305425,6.055521,1.979163,groupB
4.254915,5.980273,2.121988,groupA
7.94683,9.062402,2.306274,groupB
6.927659,3.202874,2.890589,groupB
6.34342,3.382579,8.204293,groupB
4.371754,1.364142,3.25948,groupA
2.211108,2.067218,9.03455,groupB
8.543411,8.083777,6.61425,groupB
1.198825,9.700804,6.787501,groupB
9.058601,7.108287,6.920848,groupB
5.880764,9.440266,2.047981,groupB
1.505831,9.66537,4.573823,groupB
7.64112,5.934265,0.699184,groupB
9.106404,4.89017,0.640506,groupB
7.156491,7.445612,2.794193,groupB
8.9587,0.233469,3.255097,groupB
2.835497,7.972473,5.564013,groupA
6.474999,6.214481,0.566529,groupB
8.006474,5.460893,7.255829,groupB
9.494536,1.976512,1.786339,groupB
2.420752,5.432202,0.012374,groupA
0.97628,9.008295,3.059727,groupB
8.586394,0.050778,4.165488,groupB
1.484265,4.45912,6.192857,groupA
2.006571,1.553065,8.418422,groupA
3.789576,9.251263,9.320321,groupB
5.287603,4.103513,9.778387,groupB
9.338529,9.634103,0.774733,groupB
7.057973,3.31636,4.608231,groupB
2.934315,0.957711,7.544578,groupB
8.063892,4.305047,0.733527,groupB
8.046448,0.93444,4.826178,groupA
3.209006,8.934014,7.796966,groupB
1.694685,0.408904,6.458061,groupA
2.025624,7.10668,5.589972,groupB
1.480868,9.767074,2.364025,groupB
9.519904,8.121069,2.608892,groupB
9.631011,6.193096,6.294388,groupB
5.386637,5.769888,5.475951,groupB
7.424575,8.023192,7.989613,groupB
6.931055,5.300916,5.823519,groupB
9.068706,4.1472,7.265281,groupA
7.43262,0.540094,6.819658,groupB
9.202017,3.995816,0.39654,groupA
6.38609,9.450887,5.59458,groupA
1.392282,4.974506,9.395122,groupA
1.571873,4.34757,2.320378,groupA
4.3073,8.044355,3.749147,groupB
3.85187,7.62408,8.768625,groupB
4.872312,4.374237,1.085536,groupB
6.146636,6.340006,6.739122,groupA
4.081509,4.375602,6.554349,groupA
8.155519,4.322494,7.893507,groupB
3.619338,8.665888,0.965944,groupB
9.535105,1.042943,9.405374,groupB
2.859635,4.048313,3.562697,groupA
7.432016,1.481439,8.204263,groupA
9.311216,8.798101,9.22657,groupB
2.264491,7.890434,6.810599,groupB
8.097226,8.599767,2.462192,groupB
8.618218,5.584245,2.799056,groupB
9.018727,8.440862,0.69165,groupB
2.081232,2.481794,3.643327,groupB
5.785489,2.102047,7.937857,groupA
4.272,9.681838,0.208777,groupB
3.416713,6.682391,4.062114,groupA
3.976719,0.257772,5.062194,groupA
4.426198,4.766301,8.297853,groupB
1.814061,0.259734,6.302297,groupA
6.291406,7.268268,5.946959,groupA
5.430532,5.751419,3.943295,groupB
0.388088,2.927014,7.017972,groupA
1.703869,6.985294,2.98055,groupA
4.134759,6.879057,7.137879,groupB
3.086549,6.39931,4.91137,groupB
2.497168,7.075974,3.904575,groupB
5.033068,8.484023,0.265822,groupB
1.067873,7.661324,3.908113,groupA
4.792816,1.685628,8.899201,groupA
2.085728,2.016622,9.263962,groupA
4.356274,9.132804,9.400647,groupB
0.891318,0.09207,2.498468,groupA
5.579616,3.566538,3.098388,groupB
9.768968,5.832032,3.605149,groupB
8.430636,1.210938,0.490234,groupB
2.972109,2.723023,8.174176,groupA
6.48169,7.46061,7.883493,groupB
3.23291,8.580877,4.573147,groupB
5.896323,8.001805,4.453793,groupB
9.416126,4.843086,5.797633,groupB
5.983353,9.21202,4.620038,groupB
3.070096,8.050973,9.559902,groupB
1.137757,7.0671,0.837555,groupA
6.730299,6.50677,0.484905,groupB
8.726769,9.299676,2.308657,groupB
0.926965,0.824014,4.787644,groupB
8.80191,7.994394,7.973683,groupB
9.359003,0.565298,0.037547,groupA
9.514784,2.983989,1.469987,groupB
6.133726,8.870883,0.590895,groupB
0.24043,5.613137,2.476174,groupA
5.210986,1.635061,5.123975,groupA
0.695299,3.204052,6.328746,groupA
1.747859,8.15661,4.593741,groupB
3.856119,1.743959,0.922772,groupA
3.92228,3.644262,5.003413,groupA
1.962703,0.855748,0.595595,groupA
7.198674,8.758224,3.912199,groupB
2.684116,5.844765,7.399868,groupA
8.191497,7.480342,1.535835,groupB
6.275591,5.933556,3.450337,groupB
4.083958,9.976874,9.299984,groupB
2.080676,5.891847,8.348331,groupA
2.359865,3.054571,9.617967,groupA
7.884988,9.087297,4.772079,groupA
1.220704,7.265968,6.161217,groupA
1.028228,5.026226,7.648817,groupA
2.491245,1.011017,9.561398,groupA
5.903221,9.95509,7.40712,groupB
9.839092,5.626541,2.905532,groupB
5.038321,0.039248,4.275684,groupA
9.757927,1.508813,4.536125,groupB
3.024057,9.554543,8.073381,groupB
5.349873,0.785368,7.518585,groupA
2.032278,3.895794,6.123411,groupB
6.895633,4.641898,1.51224,groupB
6.126953,4.75857,2.224544,groupB
6.896351,1.034961,0.231668,groupA
4.834368,4.020468,3.106215,groupA
3.01413,5.74033,6.333233,groupA
6.853265,4.006823,5.285171,groupB
3.87845,9.360675,8.534265,groupB
2.299446,9.917868,1.532062,groupB
9.015062,1.102221,6.054913,groupB
2.71487,2.80901,7.660764,groupA
1.731623,4.410712,0.688189,groupA
2.735594,0.372288,8.581819,groupA
7.3718,5.683888,4.611069,groupB
5.864266,3.026348,1.958861,groupA
9.850246,6.200502,3.545023,groupB
7.635001,0.578411,8.852093,groupA
0.881697,4.445675,0.566456,groupA
8.892191,1.460159,2.157366,groupB
8.024941,6.123245,8.482711,groupB
5.100009,0.290117,5.059177,groupA
4.242364,6.89843,9.25397,groupB
7.590173,5.863593,8.846604,groupB
4.946071,3.021528,7.273574,groupA
2.396096,3.730255,7.7082,groupA
5.682373,8.875725,1.249122,groupB
5.78079,2.399185,6.068108,groupA
2.010324,6.637779,4.754766,groupA
7.273929,2.465167,6.706315,groupB
8.363849,3.593662,6.913131,groupB
9.43158,9.910527,1.185673,groupB
7.121298,4.799678,2.342223,groupB
1.916152,1.692089,4.285853,groupA
9.559228,3.045841,3.856804,groupB
7.27644,7.623596,3.256206,groupA
8.63483,1.024889,1.227893,groupB
0.263192,4.987891,8.290599,groupA
0.595186,1.077315,3.580361,groupA
5.11229,3.348981,9.716727,groupA
6.770398,8.88086,5.013947,groupB
5.081148,0.189669,7.797382,groupA
9.880331,6.918056,2.387584,groupB
6.453315,5.570664,9.160438,groupB
4.36515,9.161879,2.521745,groupB
1.323218,0.981444,6.471416,groupA
1.835517,6.332488,3.833256,groupA
5.038865,1.474327,6.423904,groupA
6.929615,5.717801,4.49141,groupB
5.316793,2.300103,0.106433,groupA
4.790803,1.124632,8.536298,groupA
5.126314,2.826332,8.127621,groupA
2.685142,7.276311,5.252582,groupB
8.138014,8.79493,2.942461,groupB
3.684656,3.764563,6.991963,groupA
4.97287,6.345053,3.775755,groupB
1.202759,1.751485,7.559513,groupA
6.614701,1.319777,6.891796,groupA
8.200618,5.076409,1.077949,groupB
2.430266,5.834644,2.193756,groupA
6.970266,8.952679,6.474318,groupB
6.971146,7.439744,0.387681,groupA
2.5253,9.924764,6.023414,groupB
0.246947,0.746697,1.724518,groupA
4.706466,9.14512,5.249613,groupB
6.782307,4.923803,0.694576,groupB
9.64847,9.797767,1.667255,groupB
2.191105,3.210456,7.568443,groupA
2.504991,2.131507,1.873652,groupA
8.072025,7.493283,9.021559,groupB
5.709551,6.2225,6.562108,groupB
0.265626,0.983983,1.887254,groupA
8.380064,2.205555,1.53368,groupB
2.845428,6.119603,0.342999,groupA
9.701806,4.641947,1.791591,groupB
2.467623,2.627266,3.836884,groupA
4.926783,2.975772,5.431606,groupA
6.708823,6.922884,5.478575,groupB
1.471767,2.281217,0.887225,groupA
0.229051,8.727922,3.185884,groupA
5.491534,6.391492,5.824187,groupA
3.464007,4.319518,7.587093,groupA
8.711325,3.651807,4.803995,groupA
3.933407,6.808684,4.341101,groupB
6.3354,7.762823,7.000163,groupB
5.474653,0.198781,6.998324,groupA
8.066683,4.672571,5.104057,groupB
3.902547,0.045003,7.764189,groupA
1.094872,2.809786,1.260644,groupA
0.340703,2.367105,0.30083,groupA
9.833942,7.379907,7.089924,groupB
6.747098,0.896169,4.336737,groupA
2.698774,0.180622,2.416476,groupA
2.976598,7.668473,2.221879,groupB
2.446239,6.281282,7.123445,groupA
2.827242,9.823499,0.228329,groupB
0.555493,9.04062,9.406242,groupB
4.908654,2.549039,2.322236,groupA
6.271414,9.468174,3.485821,groupB
8.225121,8.397335,6.344078,groupB
7.016841,3.565366,2.3885,groupB
5.667517,0.455842,5.471688,groupB
4.540475,0.508153,8.316114,groupA
3.626706,2.087317,7.173477,groupA
2.059139,6.009242,9.058161,groupA
8.078867,6.509303,2.902351,groupB
7.642558,4.211189,4.069591,groupB
5.984551,5.038238,9.621706,groupB
1.972269,5.71324,1.434674,groupB
3.418485,4.126915,4.131362,groupA
9.897306,1.911268,2.939499,groupB
6.011834,1.150688,7.562668,groupB
0.256097,0.43644,2.392674,groupA
9.509327,0.554628,3.821814,groupB
1.315142,1.688493,2.382462,groupA
3.264777,9.149716,2.888454,groupB
3.502099,7.932244,6.64666,groupB
5.45508,2.030162,8.673421,groupA
1.062971,0.715497,6.592869,groupA
9.720993,5.217404,7.814972,groupB
3.866328,3.151877,5.621254,groupA
8.727069,9.099891,9.509249,groupB
1.369288,0.850129,9.018713,groupA
4.865196,3.71199,6.304092,groupA
2.866904,9.970776,7.967935,groupB
1.493653,6.572756,2.002148,groupB
6.649368,2.887999,8.052237,groupB
8.954676,2.866186,8.438637,groupB
9.182484,5.243847,3.726475,groupB
3.491089,4.949468,4.958493,groupA
0.647391,8.175959,9.334175,groupA
3.552099,8.863365,0.291462,groupB
9.374135,8.367806,7.042371,groupB
3.314081,3.735207,9.085385,groupA
6.536463,0.182488,7.869773,groupA
7.873706,3.889168,1.710831,groupB
3.95657,6.645995,9.676557,groupA
1.028112,5.745273,7.892139,groupA
0.066274,0.203133,9.776381,groupA
7.891522,4.548029,5.042519,groupB
8.929922,7.615222,0.485784,groupB
4.593408,2.855322,9.343216,groupA
2.097404,5.697617,2.093118,groupA
0.427283,9.163359,2.259171,groupB
2.14237,5.325953,7.785026,groupA
5.204876,1.234518,5.456707,groupA
4.025515,2.32741,4.028679,groupA
3.255765,1.034574,5.498004,groupA
5.048647,1.306103,5.669731,groupA
1.600173,0.128463,2.943141,groupA
1.710933,0.074907,0.36822,groupA
2.161939,9.635357,4.441191,groupB
9.389567,9.74285,8.586972,groupB
7.319741,6.019959,1.760199,groupB
1.341554,3.832858,7.78759,groupA
8.229867,0.281005,2.225279,groupA
8.842215,4.163404,2.780689,groupB
4.312097,0.374559,8.020473,groupA
4.140131,1.479226,4.534995,groupA
0.73472,2.087458,2.146467,groupA
2.046825,2.680059,8.746045,groupA
0.003049,7.152685,0.775631,groupB
7.670422,0.090796,9.557128,groupA
8.810289,3.553653,8.941048,groupB
2.841007,5.501713,6.029056,groupA
6.670212,7.413376,8.899346,groupB
5.608488,8.959893,6.608336,groupB
5.613704,9.128698,8.062098,groupB
8.729919,0.936536,4.086332,groupB
2.709827,5.312257,9.534584,groupA
7.852625,7.292645,4.345786,groupB
2.641599,0.326532,2.435532,groupA
0.266082,0.27046,9.431268,groupA
6.020391,8.868052,5.633836,groupB
0.593758,3.683086,3.757694,groupA
5.896195,2.817277,0.545764,groupA
3.247331,2.674528,6.860887,groupA
3.470057,2.391271,9.122645,groupA
5.021909,2.942733,7.591288,groupB
5.077972,0.294349,0.351864,groupA
6.57727,5.360162,8.57462,groupB
5.318636,6.382915,2.620378,groupB
1.486979,5.856275,2.556646,groupA
8.309733,5.471173,7.041623,groupB
0.849569,2.473395,9.823754,groupA
4.930861,7.061203,5.764054,groupB
7.665356,6.635863,8.015231,groupA
8.084813,4.326474,6.659298,groupB
3.7644,6.323982,9.198242,groupB
7.389369,7.095124,8.651756,groupB
8.328527,6.933015,5.36958,groupB
5.283299,7.56167,3.452779,groupB
6.379779,3.328756,9.564873,groupB
3.28163,3.34362,1.245728,groupA
6.105449,0.380828,0.424128,groupA
1.911846,1.37087,3.731021,groupA
9.92893,3.075092,6.284986,groupB
8.426363,6.740695,2.589625,groupA
6.835,6.891478,8.275827,groupB
5.485881,1.109895,9.050109,groupA
2.952045,4.963091,9.89738,groupA
6.39721,5.345664,1.081241,groupB
6.095448,5.904879,2.725362,groupB
8.072514,6.686066,3.6972,groupA
7.220898,2.466021,3.65781,groupB
8.013841,9.003968,7.826632,groupB
0.870205,5.022715,2.402281,groupA
6.426815,7.719378,6.350741,groupB
3.27013,8.878414,2.854355,groupB
2.465957,4.14091,0.15322,groupA
9.377625,7.985453,5.615995,groupB
0.455564,2.335953,0.191092,groupA
0.151125,0.939392,3.810597,groupA
5.220656,9.635611,4.890876,groupB
4.390436,9.744684,8.943717,groupB
0.597085,3.277996,4.940472,groupA
2.623194,2.583569,0.057175,groupA
2.488571,0.286547,9.098016,groupA
9.149623,7.904326,8.52933,groupB
9.373193,3.626283,4.740863,groupB
3.691214,1.66013,0.877132,groupA
4.783362,7.467758,4.914543,groupB
7.708741,8.475688,2.495782,groupB
3.203051,6.4506,7.442958,groupB
2.956397,8.368158,0.860181,groupB
9.340275,7.665016,0.409393,groupB
2.417372,9.605677,1.488573,groupB
1.016159,5.093403,9.881994,groupA
6.40397,7.697453,6.253334,groupB
4.044384,7.7459,7.245253,groupB
3.674764,2.555928,7.608772,groupA
0.8038,5.358982,4.754513,groupA
1.213092,5.872066,5.756485,groupA
2.583058,1.223064,1.138373,groupA
1.183737,3.063358,9.518918,groupA
2.13976,6.774914,3.574933,groupA
8.114421,5.920638,6.436629,groupB
0.149354,6.175657,2.222735,groupA
1.056259,4.598446,9.691053,groupA
6.110626,6.308741,6.26685,groupB
2.381654,2.513993,4.047264,groupA
1.896311,2.753405,9.154262,groupA
0.330249,4.724026,4.208798,groupA
6.845625,5.798552,6.709917,groupB
4.336709,5.305763,6.132715,groupB
8.033123,4.748583,5.075125,groupB
5.035287,6.480838,3.549172,groupB
4.841868,0.072994,9.091161,groupA
8.353821,1.594372,3.732038,groupB
2.86336,5.12397,2.207275,groupA
1.894992,3.691586,5.888017,groupA
9.052749,9.819764,7.365645,groupB
0.814724,8.321352,6.603758,groupB
2.936789,2.764673,9.008316,groupA
8.296578,5.456682,0.947411,groupB
5.848645,5.080782,8.275388,groupB
7.812746,4.57748,8.969934,groupB
6.908015,6.306965,3.496073,groupB
3.232901,4.554758,9.70494,groupA
0.66724,7.520068,2.060762,groupA
1.114369,4.969004,9.593427,groupA
6.598529,8.510226,4.868424,groupB
0.687493,3.570676,2.602736,groupA
5.736738,2.88339,7.672599,groupA
9.917791,1.684529,6.292075,groupB
2.419408,0.19474,4.0939,groupA
0.265452,3.433372,9.636843,groupA
1.563749,7.247432,5.496868,groupA
8.223,5.900854,0.962969,groupB
3.848864,8.778303,1.251569,groupB
0.868455,1.70412,0.001802,groupB
3.907204,9.484703,8.471885,groupB
5.539406,3.493965,5.012771,groupB
6.535024,1.511746,1.42492,groupA
6.684912,2.930356,6.157013,groupA
3.282582,7.936558,6.239034,groupB
7.566603,3.818852,5.408879,groupB
6.116421,4.834941,2.61683,groupB
9.749717,4.157393,8.334867,groupB
3.322989,6.522118,9.444195,groupB
4.221309,5.747143,9.992294,groupB
6.670987,7.14159,4.007729,groupA
5.574027,4.225185,5.909099,groupB
3.824992,6.691088,6.41458,groupB
3.747871,1.0816,4.306529,groupA
0.313105,4.537888,3.827351,groupA
2.82472,2.693697,3.687191,groupA
6.381164,8.8724,9.684065,groupB
2.908442,9.997032,6.046584,groupB
7.695281,5.885511,5.895908,groupB
1.435229,0.530909,5.303722,groupA
6.095175,4.841389,8.833128,groupB
6.638427,6.102665,2.835466,groupB
5.718019,1.105582,7.601234,groupB
6.76231,0.423381,5.41168,groupB
4.030087,0.032291,1.044192,groupA
3.778072,4.114516,2.879305,groupB
4.633736,3.053307,9.645897,groupA
8.094138,5.560685,4.454248,groupA
7.391029,8.910714,4.940703,groupB
4.226008,1.719993,0.090896,groupA
7.817343,9.512631,6.597989,groupB
4.809509,5.80079,8.327242,groupB
9.718127,3.586534,3.563346,groupB
3.247702,8.981351,7.429261,groupB
1.980267,5.360072,4.230311,groupB
1.350357,3.511079,3.308122,groupA
1.886688,4.72919,1.717947,groupA
9.822506,5.24925,6.872223,groupB
6.582767,1.654072,4.297936,groupA
5.683478,5.335589,9.045534,groupB
7.895313,8.226412,2.979081,groupB
2.407271,0.950763,6.981271,groupA
9.051961,5.361811,4.090271,groupB
4.594234,3.368239,8.207104,groupA
2.27845,1.929208,5.017232,groupA
9.881339,2.404635,0.263325,groupB
7.383994,1.274205,8.451132,groupA
1.695781,0.388166,6.32448,groupA
9.611551,5.119744,4.895292,groupB
0.734498,3.846126,1.281131,groupA
6.38627,3.110313,7.483163,groupB
0.891499,0.079338,4.424181,groupA
0.681644,2.237437,0.905779,groupA
5.752708,5.678885,1.980568,groupB
5.631175,9.196781,7.678999,groupB
3.854011,8.623727,6.880125,groupB
5.264809,9.958696,5.340602,groupB
0.001,9.395132,5.225438,groupB
0.921717,5.842387,6.432661,groupA
6.258353,8.305555,8.476918,groupB
2.469563,8.347825,5.3416,groupB
8.222863,2.119927,8.763417,groupB
1.331077,8.621899,5.80598,groupB
4.625284,4.34234,5.559126,groupB
6.749953,7.724672,2.30715,groupB
3.763172,1.061308,5.464568,groupA
7.635126,4.340868,6.925717,groupB
6.00783,1.084162,3.206433,groupA
0.036566,0.716595,5.956388,groupB
7.638597,5.724799,7.818808,groupB
7.016129,9.170915,9.680217,groupB
2.923057,3.982204,2.182352,groupA
8.143659,6.109896,7.40031,groupB
9.755653,3.236672,4.462221,groupB
2.427578,7.114534,6.526634,groupB
9.14391,5.77611,8.738145,groupB
6.445985,7.36437,7.854222,groupB
4.810743,5.892214,8.504265,groupB
1.968423,6.964231,4.611336,groupA
0.693194,3.611034,6.715786,groupA
5.633115,3.623226,0.958426,groupB
7.866492,5.698793,4.197496,groupB
5.357884,0.741371,7.291209,groupA
4.813104,3.161873,3.50491,groupA
1.589493,6.702228,8.157236,groupA
8.720551,5.533281,3.046111,groupB
7.311102,6.307838,7.110115,groupA
6.227148,4.175526,9.708128,groupB
3.655967,0.683115,7.917639,groupA
5.172002,2.112482,8.775554,groupA
4.816548,6.604355,4.764339,groupB
9.793914,2.472073,1.515086,groupB
5.838077,5.517589,1.539141,groupB
6.320376,0.535667,4.137909,groupA
0.377492,6.542966,7.358918,groupA
6.019577,7.671423,6.155181,groupB
5.166259,6.463527,5.300421,groupB
1.745581,1.170753,0.730497,groupA
1.914815,0.821223,8.932363,groupA
6.912771,5.500812,4.987544,groupB
8.205819,3.562528,1.184792,groupB
7.425205,6.309626,5.75062,groupB
2.793692,5.279277,3.773429,groupA
4.614665,3.226814,8.10933,groupA
9.575852,0.909001,5.497407,groupB
6.628632,9.721697,9.759176,groupB
0.232534,5.429434,0.276803,groupA
1.120782,6.7484,5.352591,groupA
7.776162,2.681192,6.498724,groupB
3.834124,7.115078,5.409789,groupB
4.923252,6.585481,9.135368,groupA
0.449893,6.358849,4.448113,groupA
2.243101,0.172969,2.490688,groupA
2.463035,8.917323,5.017204,groupB
9.12522,4.834815,3.53908,groupB
2.748787,3.776533,0.432212,groupA
8.556377,2.094694,0.457857,groupB
6.400894,9.77708,1.556398,groupB
9.722947,9.752329,2.0825,groupB
5.207917,7.36914,5.249076,groupB
4.390304,4.758782,0.832693,groupB
9.833432,7.047405,2.938554,groupB
9.034837,2.16714,3.456122,groupB
6.178953,2.6328,1.365006,groupA
9.029461,2.330949,5.763351,groupB
6.790397,5.242764,8.406854,groupB
1.64655,0.971412,9.236392,groupA
4.62671,5.985706,3.188847,groupB
2.028741,2.855842,9.548323,groupA
8.353957,6.285805,1.807669,groupB
4.680455,5.508145,0.564743,groupB
6.829326,7.312706,9.530633,groupB
8.463706,8.343602,9.893835,groupB
2.112789,9.215999,2.963896,groupB
1.008894,6.689232,1.930022,groupA
0.095036,8.939374,5.292509,groupB
6.85484,6.763579,5.169035,groupB
0.957826,5.078698,2.018117,groupA
6.624084,3.967287,1.197987,groupB
9.943477,9.776249,1.355555,groupB
2.518688,7.608295,4.797013,groupB
0.519763,6.826764,4.504058,groupA
1.18541,3.499523,7.366473,groupA
2.674817,5.180163,5.205104,groupA
1.153321,7.883943,9.836042,groupB
0.709558,3.3436,7.094386,groupA
3.513631,8.277757,4.00958,groupB
1.210553,8.02241,7.446286,groupB
0.852461,1.416204,7.278909,groupA
4.177416,5.950383,5.97863,groupB
5.172716,5.227812,7.096583,groupB
4.443865,9.894213,8.940288,groupB
2.502893,5.538432,1.825871,groupA
5.758427,4.025019,5.133495,groupB
6.299048,9.970093,5.762993,groupB
1.711784,4.148736,1.998348,groupA
9.288239,7.20388,1.159785,groupB
2.79779,9.387519,9.313893,groupB
9.373707,3.340727,5.947593,groupB
6.241941,3.374432,5.781839,groupB
2.527378,6.828618,6.954976,groupB
7.788037,1.867031,3.340674,groupB
1.899411,7.252951,1.709517,groupB
8.09767,2.184522,8.868548,groupB
8.639868,6.565091,1.963033,groupB
6.116234,7.648993,2.582749,groupB
5.996025,1.978569,1.966422,groupA
6.030035,4.128102,0.671963,groupB
7.069874,8.909466,0.111172,groupB
